Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:56:57.391000,HAM,44,,14.0,4.0,,,0 days 00:00:21.694000,0 days 00:00:29.577000,0 days 00:00:21.728000,0 days 00:56:06.086000,0 days 00:56:35.663000,0 days 00:56:57.391000,284.0,301.0,293.0,327.0,True,SOFT,3.0,True,Mercedes,0 days 00:55:44.392000,2023-06-03 14:40:44.401,1,,False,,False,True
0 days 00:59:13.430000,HAM,44,,15.0,4.0,,0 days 00:58:36.483000,0 days 00:00:32.965000,0 days 00:00:37.440000,0 days 00:01:05.634000,0 days 00:57:30.356000,0 days 00:58:07.796000,0 days 00:59:13.430000,192.0,211.0,,194.0,False,SOFT,4.0,True,Mercedes,0 days 00:56:57.391000,2023-06-03 14:41:57.400,1,,False,,False,False
0 days 01:03:24.525000,HAM,44,,16.0,5.0,0 days 01:01:55.323000,,,0 days 00:00:37.626000,0 days 00:00:24.706000,,0 days 01:02:59.885000,0 days 01:03:24.681000,242.0,117.0,295.0,224.0,False,SOFT,1.0,True,Mercedes,0 days 00:59:13.430000,2023-06-03 14:44:13.439,1,,False,,False,False
0 days 01:05:04.427000,HAM,44,,17.0,5.0,,0 days 01:05:01.648000,0 days 00:00:28.803000,0 days 00:00:35.914000,0 days 00:00:35.185000,0 days 01:03:53.328000,0 days 01:04:29.242000,0 days 01:05:04.427000,202.0,228.0,,291.0,False,SOFT,2.0,True,Mercedes,0 days 01:03:24.525000,2023-06-03 14:48:24.534,1,,False,,False,False
0 days 01:15:26.949000,HAM,44,,18.0,6.0,0 days 01:14:04.060000,,,0 days 00:00:33.442000,0 days 00:00:22.978000,,0 days 01:15:03.981000,0 days 01:15:26.949000,244.0,259.0,293.0,228.0,False,SOFT,1.0,True,Mercedes,0 days 01:05:04.427000,2023-06-03 14:50:04.436,1,,False,,False,False
0 days 01:16:40.145000,HAM,44,,19.0,6.0,,,0 days 00:00:21.851000,0 days 00:00:29.505000,0 days 00:00:21.840000,0 days 01:15:48.800000,0 days 01:16:18.305000,0 days 01:16:40.145000,283.0,302.0,293.0,323.0,True,SOFT,2.0,True,Mercedes,0 days 01:15:26.949000,2023-06-03 15:00:26.958,1,,False,,False,True
0 days 01:18:05.946000,HAM,44,,20.0,6.0,,0 days 01:18:03.150000,0 days 00:00:25.736000,0 days 00:00:32.798000,0 days 00:00:27.267000,0 days 01:17:05.881000,0 days 01:17:38.679000,0 days 01:18:05.946000,247.0,253.0,,278.0,False,SOFT,3.0,True,Mercedes,0 days 01:16:40.145000,2023-06-03 15:01:40.154,1,,False,,False,False
0 days 01:23:24.289000,HAM,44,,21.0,7.0,0 days 01:22:00.552000,,,0 days 00:00:34.491000,0 days 00:00:23.676000,,0 days 01:23:00.613000,0 days 01:23:24.441000,235.0,258.0,293.0,235.0,False,SOFT,1.0,True,Mercedes,0 days 01:18:05.946000,2023-06-03 15:03:05.955,1,,False,,False,False
0 days 01:24:37.107000,HAM,44,,22.0,7.0,,,0 days 00:00:21.805000,0 days 00:00:29.154000,0 days 00:00:21.859000,0 days 01:23:46.094000,0 days 01:24:15.248000,0 days 01:24:37.107000,285.0,304.0,295.0,323.0,True,SOFT,2.0,True,Mercedes,0 days 01:23:24.289000,2023-06-03 15:08:24.298,1,,False,,False,True
0 days 01:26:55.609000,HAM,44,,23.0,7.0,,0 days 01:26:55.609000,0 days 00:00:30.769000,0 days 00:00:35.896000,,0 days 01:25:07.923000,0 days 01:25:43.767000,,203.0,214.0,,212.0,False,SOFT,3.0,True,Mercedes,0 days 01:24:37.107000,2023-06-03 15:09:37.116,1,,False,,False,False
0 days 00:17:14.090000,STR,18,,1.0,1.0,0 days 00:15:42.326000,,,0 days 00:00:38.347000,0 days 00:00:27.656000,,0 days 00:16:46.481000,0 days 00:17:14.090000,228.0,232.0,287.0,222.0,False,SOFT,1.0,True,Aston Martin,0 days 00:15:42.326000,2023-06-03 14:00:42.335,12,,False,,False,False
0 days 00:18:28.975000,STR,18,,2.0,1.0,,,0 days 00:00:22.125000,0 days 00:00:29.842000,0 days 00:00:22.918000,0 days 00:17:36.215000,0 days 00:18:06.057000,0 days 00:18:28.975000,280.0,285.0,293.0,324.0,True,SOFT,2.0,True,Aston Martin,0 days 00:17:14.090000,2023-06-03 14:02:14.099,1,,False,,False,True
0 days 00:27:56.735000,STR,18,,3.0,1.0,,0 days 00:20:24.727000,,,,,,,,,,272.0,False,SOFT,3.0,True,Aston Martin,0 days 00:18:28.975000,2023-06-03 14:03:28.984,125,,False,,False,False
0 days 00:29:31.230000,STR,18,,4.0,2.0,0 days 00:27:56.735000,,,0 days 00:00:33.195000,0 days 00:00:30.579000,,0 days 00:29:00.734000,0 days 00:29:31.358000,246.0,154.0,286.0,213.0,False,SOFT,4.0,False,Aston Martin,0 days 00:27:56.735000,2023-06-03 14:12:56.744,1,,False,,False,False
0 days 00:30:48.044000,STR,18,,5.0,2.0,,,0 days 00:00:22.217000,0 days 00:00:30.072000,0 days 00:00:24.525000,0 days 00:29:53.447000,0 days 00:30:23.519000,0 days 00:30:48.044000,281.0,295.0,261.0,319.0,False,SOFT,5.0,False,Aston Martin,0 days 00:29:31.230000,2023-06-03 14:14:31.239,12,,False,,False,True
0 days 00:32:28.673000,STR,18,,6.0,2.0,,0 days 00:32:25.839000,0 days 00:00:31.013000,0 days 00:00:33.243000,0 days 00:00:36.373000,0 days 00:31:19.057000,0 days 00:31:52.300000,0 days 00:32:28.673000,222.0,232.0,,267.0,False,SOFT,6.0,False,Aston Martin,0 days 00:30:48.044000,2023-06-03 14:15:48.053,1,,False,,False,False
0 days 00:37:03.848000,STR,18,,7.0,3.0,0 days 00:35:42.383000,,,0 days 00:00:33.282000,0 days 00:00:23.582000,,0 days 00:36:40.304000,0 days 00:37:04.006000,232.0,263.0,291.0,232.0,False,SOFT,1.0,True,Aston Martin,0 days 00:32:28.673000,2023-06-03 14:17:28.682,1,,False,,False,False
0 days 00:38:17.614000,STR,18,,8.0,3.0,,,0 days 00:00:22.020000,0 days 00:00:29.628000,0 days 00:00:22.118000,0 days 00:37:25.868000,0 days 00:37:55.496000,0 days 00:38:17.614000,280.0,298.0,291.0,321.0,True,SOFT,2.0,True,Aston Martin,0 days 00:37:03.848000,2023-06-03 14:22:03.857,1,,False,,False,True
0 days 00:40:10.494000,STR,18,,9.0,3.0,,,0 days 00:00:29.760000,0 days 00:00:46.706000,0 days 00:00:36.414000,0 days 00:38:47.374000,0 days 00:39:34.080000,0 days 00:40:10.494000,178.0,179.0,292.0,266.0,False,SOFT,3.0,True,Aston Martin,0 days 00:38:17.614000,2023-06-03 14:23:17.623,1,,False,,False,True
0 days 00:41:24.646000,STR,18,,10.0,3.0,,,0 days 00:00:21.930000,0 days 00:00:30.044000,0 days 00:00:22.178000,0 days 00:40:32.424000,0 days 00:41:02.468000,0 days 00:41:24.646000,281.0,296.0,292.0,324.0,False,SOFT,4.0,True,Aston Martin,0 days 00:40:10.494000,2023-06-03 14:25:10.503,1,,False,,False,True
0 days 00:43:05.324000,STR,18,,11.0,3.0,,0 days 00:43:02.500000,0 days 00:00:30.211000,0 days 00:00:34.768000,0 days 00:00:35.699000,0 days 00:41:54.857000,0 days 00:42:29.625000,0 days 00:43:05.324000,238.0,174.0,,285.0,False,SOFT,5.0,True,Aston Martin,0 days 00:41:24.646000,2023-06-03 14:26:24.655,1,,False,,False,False
0 days 00:54:11.050000,STR,18,,12.0,4.0,0 days 00:52:31.130000,,,0 days 00:00:36.242000,0 days 00:00:37.351000,,0 days 00:53:33.723000,0 days 00:54:11.050000,206.0,146.0,293.0,225.0,False,SOFT,1.0,True,Aston Martin,0 days 00:43:05.324000,2023-06-03 14:28:05.333,1,,False,,False,False
0 days 00:55:24.442000,STR,18,,13.0,4.0,,,0 days 00:00:21.876000,0 days 00:00:29.629000,0 days 00:00:21.887000,0 days 00:54:32.926000,0 days 00:55:02.555000,0 days 00:55:24.442000,280.0,298.0,291.0,320.0,True,SOFT,2.0,True,Aston Martin,0 days 00:54:11.050000,2023-06-03 14:39:11.059,1,,False,,False,True
0 days 00:57:03.580000,STR,18,,14.0,4.0,,0 days 00:57:00.829000,0 days 00:00:26.195000,0 days 00:00:37.556000,0 days 00:00:35.387000,0 days 00:55:50.637000,0 days 00:56:28.193000,0 days 00:57:03.580000,202.0,187.0,,292.0,False,SOFT,3.0,True,Aston Martin,0 days 00:55:24.442000,2023-06-03 14:40:24.451,1,,False,,False,False
0 days 01:02:21.990000,STR,18,,15.0,5.0,0 days 01:00:37.700000,,,0 days 00:00:43.811000,0 days 00:00:29.006000,,0 days 01:01:52.995000,0 days 01:02:22.182000,136.0,56.0,291.0,176.0,False,SOFT,1.0,True,Aston Martin,0 days 00:57:03.580000,2023-06-03 14:42:03.589,1,,False,,False,False
0 days 01:03:35.072000,STR,18,,16.0,5.0,,,0 days 00:00:21.831000,0 days 00:00:29.345000,0 days 00:00:21.906000,0 days 01:02:43.821000,0 days 01:03:13.166000,0 days 01:03:35.072000,282.0,301.0,294.0,321.0,True,SOFT,2.0,True,Aston Martin,0 days 01:02:21.990000,2023-06-03 14:47:21.999,1,,False,,False,True
0 days 01:05:16.356000,STR,18,,17.0,5.0,,0 days 01:05:13.460000,0 days 00:00:29.685000,0 days 00:00:35.931000,0 days 00:00:35.668000,0 days 01:04:04.757000,0 days 01:04:40.688000,0 days 01:05:16.356000,213.0,192.0,,299.0,False,SOFT,3.0,True,Aston Martin,0 days 01:03:35.072000,2023-06-03 14:48:35.081,1,,False,,False,False
0 days 01:14:39.044000,STR,18,,18.0,6.0,0 days 01:13:08.843000,,,0 days 00:00:34.522000,0 days 00:00:30.481000,,0 days 01:14:08.607000,0 days 01:14:39.044000,230.0,200.0,291.0,228.0,False,SOFT,4.0,False,Aston Martin,0 days 01:05:16.356000,2023-06-03 14:50:16.365,1,,False,,False,False
0 days 01:15:53.082000,STR,18,,19.0,6.0,,,0 days 00:00:21.923000,0 days 00:00:29.910000,0 days 00:00:22.205000,0 days 01:15:00.967000,0 days 01:15:30.877000,0 days 01:15:53.082000,283.0,300.0,292.0,322.0,True,SOFT,5.0,False,Aston Martin,0 days 01:14:39.044000,2023-06-03 14:59:39.053,1,,False,,False,True
0 days 01:17:29.833000,STR,18,,20.0,6.0,,0 days 01:17:27.072000,0 days 00:00:25.678000,0 days 00:00:37.823000,0 days 00:00:33.250000,0 days 01:16:18.760000,0 days 01:16:56.583000,0 days 01:17:29.833000,200.0,184.0,,299.0,False,SOFT,6.0,False,Aston Martin,0 days 01:15:53.082000,2023-06-03 15:00:53.091,1,,False,,False,False
0 days 01:22:48.870000,STR,18,,21.0,7.0,0 days 01:21:05.397000,,,0 days 00:00:41.864000,0 days 00:00:29.553000,,0 days 01:22:19.317000,0 days 01:22:49.035000,191.0,196.0,293.0,218.0,False,SOFT,1.0,True,Aston Martin,0 days 01:17:29.833000,2023-06-03 15:02:29.842,1,,False,,False,False
0 days 01:24:01.864000,STR,18,,22.0,7.0,,,0 days 00:00:21.806000,0 days 00:00:29.262000,0 days 00:00:21.926000,0 days 01:23:10.676000,0 days 01:23:39.938000,0 days 01:24:01.864000,283.0,302.0,294.0,321.0,True,SOFT,2.0,True,Aston Martin,0 days 01:22:48.870000,2023-06-03 15:07:48.879,1,,False,,False,True
0 days 01:25:42.595000,STR,18,,23.0,7.0,,0 days 01:25:42.595000,0 days 00:00:26.169000,0 days 00:00:39.852000,,0 days 01:24:28.049000,0 days 01:25:07.970000,,200.0,150.0,,295.0,False,SOFT,3.0,True,Aston Martin,0 days 01:24:01.864000,2023-06-03 15:09:01.873,1,,False,,False,False
0 days 00:17:00.065000,OCO,31,,1.0,1.0,0 days 00:15:17.233000,,,0 days 00:00:39.269000,0 days 00:00:27.068000,,0 days 00:16:32.997000,0 days 00:17:00.106000,190.0,240.0,288.0,216.0,False,SOFT,1.0,True,Alpine,0 days 00:15:17.233000,2023-06-03 14:00:17.242,12,,False,,False,False
0 days 00:18:14.885000,OCO,31,,2.0,1.0,,,0 days 00:00:22.359000,0 days 00:00:29.710000,0 days 00:00:22.751000,0 days 00:17:22.424000,0 days 00:17:52.134000,0 days 00:18:14.885000,284.0,300.0,292.0,326.0,True,SOFT,2.0,True,Alpine,0 days 00:17:00.065000,2023-06-03 14:02:00.074,1,,False,,False,True
0 days 00:27:31.173000,OCO,31,,3.0,1.0,,0 days 00:20:10.712000,,,,,,,,,,310.0,False,SOFT,3.0,True,Alpine,0 days 00:18:14.885000,2023-06-03 14:03:14.894,125,,False,,False,False
0 days 00:29:13.004000,OCO,31,,4.0,2.0,0 days 00:27:31.173000,,,0 days 00:00:36.815000,0 days 00:00:26.004000,,0 days 00:28:47,0 days 00:29:13.155000,236.0,257.0,293.0,187.0,False,SOFT,4.0,False,Alpine,0 days 00:27:31.173000,2023-06-03 14:12:31.182,1,,False,,False,False
0 days 00:30:27.223000,OCO,31,,5.0,2.0,,,0 days 00:00:22.074000,0 days 00:00:29.772000,0 days 00:00:22.373000,0 days 00:29:35.078000,0 days 00:30:04.850000,0 days 00:30:27.223000,287.0,300.0,293.0,327.0,True,SOFT,5.0,False,Alpine,0 days 00:29:13.004000,2023-06-03 14:14:13.013,1,,False,,False,True
0 days 00:32:30.476000,OCO,31,,6.0,2.0,,0 days 00:32:01.480000,0 days 00:00:26.288000,0 days 00:00:38.217000,0 days 00:00:58.748000,0 days 00:30:53.511000,0 days 00:31:31.728000,0 days 00:32:30.476000,219.0,210.0,,308.0,False,SOFT,6.0,False,Alpine,0 days 00:30:27.223000,2023-06-03 14:15:27.232,12,,False,,False,False
0 days 00:40:16.749000,OCO,31,,7.0,3.0,0 days 00:38:07.255000,,,0 days 00:00:42.558000,0 days 00:00:41.567000,,0 days 00:39:35.207000,0 days 00:40:16.893000,207.0,171.0,294.0,122.0,False,SOFT,1.0,True,Alpine,0 days 00:32:30.476000,2023-06-03 14:17:30.485,1,,False,,False,False
0 days 00:41:30.182000,OCO,31,,8.0,3.0,,,0 days 00:00:21.780000,0 days 00:00:29.487000,0 days 00:00:22.166000,0 days 00:40:38.529000,0 days 00:41:08.016000,0 days 00:41:30.182000,289.0,306.0,293.0,328.0,True,SOFT,2.0,True,Alpine,0 days 00:40:16.749000,2023-06-03 14:25:16.758,1,,False,,False,True
0 days 00:43:12.020000,OCO,31,,9.0,3.0,,0 days 00:43:09.203000,0 days 00:00:29.051000,0 days 00:00:39.142000,0 days 00:00:33.645000,0 days 00:41:59.233000,0 days 00:42:38.375000,0 days 00:43:12.020000,180.0,199.0,,309.0,False,SOFT,3.0,True,Alpine,0 days 00:41:30.182000,2023-06-03 14:26:30.191,1,,False,,False,False
0 days 00:54:29.394000,OCO,31,,10.0,4.0,0 days 00:52:37.427000,,,0 days 00:00:40.504000,0 days 00:00:30.716000,,0 days 00:53:58.754000,0 days 00:54:29.394000,185.0,232.0,293.0,167.0,False,SOFT,1.0,True,Alpine,0 days 00:43:12.020000,2023-06-03 14:28:12.029,1,,False,,False,False
0 days 00:55:42.766000,OCO,31,,11.0,4.0,,,0 days 00:00:21.903000,0 days 00:00:29.474000,0 days 00:00:21.995000,0 days 00:54:51.297000,0 days 00:55:20.771000,0 days 00:55:42.766000,290.0,306.0,293.0,328.0,True,SOFT,2.0,True,Alpine,0 days 00:54:29.394000,2023-06-03 14:39:29.403,1,,False,,False,True
0 days 00:57:20.308000,OCO,31,,12.0,4.0,,0 days 00:57:17.500000,0 days 00:00:27.503000,0 days 00:00:35.860000,0 days 00:00:34.179000,0 days 00:56:10.269000,0 days 00:56:46.129000,0 days 00:57:20.308000,226.0,230.0,,175.0,False,SOFT,3.0,True,Alpine,0 days 00:55:42.766000,2023-06-03 14:40:42.775,1,,False,,False,False
0 days 01:02:27.586000,OCO,31,,13.0,5.0,0 days 01:00:40.684000,,,0 days 00:00:39.194000,0 days 00:00:30.950000,,0 days 01:01:56.636000,0 days 01:02:27.776000,218.0,198.0,294.0,158.0,False,SOFT,1.0,True,Alpine,0 days 00:57:20.308000,2023-06-03 14:42:20.317,1,,False,,False,False
0 days 01:03:40.587000,OCO,31,,14.0,5.0,,,0 days 00:00:21.737000,0 days 00:00:29.355000,0 days 00:00:21.909000,0 days 01:02:49.323000,0 days 01:03:18.678000,0 days 01:03:40.587000,290.0,309.0,295.0,326.0,True,SOFT,2.0,True,Alpine,0 days 01:02:27.586000,2023-06-03 14:47:27.595,1,,False,,False,True
0 days 01:05:20.071000,OCO,31,,15.0,5.0,,0 days 01:05:17.226000,0 days 00:00:28.054000,0 days 00:00:36.838000,0 days 00:00:34.592000,0 days 01:04:08.641000,0 days 01:04:45.479000,0 days 01:05:20.071000,240.0,212.0,,169.0,False,SOFT,3.0,True,Alpine,0 days 01:03:40.587000,2023-06-03 14:48:40.596,1,,False,,False,False
0 days 01:14:30.137000,OCO,31,,16.0,6.0,0 days 01:12:49.187000,,,0 days 00:00:41.367000,0 days 00:00:26.795000,,0 days 01:14:03.342000,0 days 01:14:30.216000,198.0,233.0,291.0,174.0,False,SOFT,4.0,False,Alpine,0 days 01:05:20.071000,2023-06-03 14:50:20.080,1,,False,,False,False
0 days 01:15:43.793000,OCO,31,,17.0,6.0,,,0 days 00:00:22.029000,0 days 00:00:29.635000,0 days 00:00:21.992000,0 days 01:14:52.166000,0 days 01:15:21.801000,0 days 01:15:43.793000,288.0,307.0,293.0,322.0,True,SOFT,5.0,False,Alpine,0 days 01:14:30.137000,2023-06-03 14:59:30.146,1,,False,,False,True
0 days 01:17:22.450000,OCO,31,,18.0,6.0,,0 days 01:17:19.651000,0 days 00:00:26.977000,0 days 00:00:37.824000,0 days 00:00:33.856000,0 days 01:16:10.770000,0 days 01:16:48.594000,0 days 01:17:22.450000,198.0,204.0,,305.0,False,SOFT,6.0,False,Alpine,0 days 01:15:43.793000,2023-06-03 15:00:43.802,1,,False,,False,False
0 days 01:22:53.815000,OCO,31,,19.0,7.0,0 days 01:21:08.615000,,,0 days 00:00:39.496000,0 days 00:00:31.482000,,0 days 01:22:22.333000,0 days 01:22:54.004000,237.0,244.0,295.0,187.0,False,SOFT,1.0,True,Alpine,0 days 01:17:22.450000,2023-06-03 15:02:22.459,1,,False,,False,False
0 days 01:24:06.898000,OCO,31,,20.0,7.0,,,0 days 00:00:21.740000,0 days 00:00:29.285000,0 days 00:00:22.058000,0 days 01:23:15.555000,0 days 01:23:44.840000,0 days 01:24:06.898000,290.0,309.0,295.0,328.0,True,SOFT,2.0,True,Alpine,0 days 01:22:53.815000,2023-06-03 15:07:53.824,1,,False,,False,True
0 days 01:25:48.985000,OCO,31,,21.0,7.0,,0 days 01:25:48.985000,0 days 00:00:27.673000,0 days 00:00:40.352000,,0 days 01:24:34.612000,0 days 01:25:14.923000,,207.0,189.0,,307.0,False,SOFT,3.0,True,Alpine,0 days 01:24:06.898000,2023-06-03 15:09:06.907,1,,False,,False,False
0 days 00:17:32.614000,HUL,27,,1.0,1.0,0 days 00:15:53.998000,,,0 days 00:00:33.262000,0 days 00:00:28.278000,,0 days 00:17:04.340000,0 days 00:17:32.683000,225.0,234.0,291.0,182.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:15:53.998000,2023-06-03 14:00:54.007,12,,False,,False,False
0 days 00:18:46.620000,HUL,27,,2.0,1.0,,,0 days 00:00:21.845000,0 days 00:00:29.721000,0 days 00:00:22.440000,0 days 00:17:54.459000,0 days 00:18:24.180000,0 days 00:18:46.620000,284.0,298.0,297.0,330.0,False,SOFT,2.0,True,Haas F1 Team,0 days 00:17:32.614000,2023-06-03 14:02:32.623,12,,True,TRACK LIMITS AT TURN 5 LAP 3 ,False,True
0 days 00:28:20.234000,HUL,27,,3.0,1.0,,0 days 00:20:36.993000,,,,,,,,,,,False,SOFT,3.0,True,Haas F1 Team,0 days 00:18:46.620000,2023-06-03 14:03:46.629,251,,False,,False,False
0 days 00:30:05.318000,HUL,27,,4.0,2.0,0 days 00:28:20.234000,,,0 days 00:00:34.653000,0 days 00:00:35.266000,,0 days 00:29:30.077000,0 days 00:30:05.467000,239.0,108.0,294.0,234.0,False,SOFT,4.0,False,Haas F1 Team,0 days 00:28:20.234000,2023-06-03 14:13:20.243,1,,False,,False,False
0 days 00:31:20.309000,HUL,27,,5.0,2.0,,,0 days 00:00:22.175000,0 days 00:00:30.405000,0 days 00:00:22.411000,0 days 00:30:27.493000,0 days 00:30:57.898000,0 days 00:31:20.309000,283.0,303.0,295.0,333.0,True,SOFT,5.0,False,Haas F1 Team,0 days 00:30:05.318000,2023-06-03 14:15:05.327,12,,False,,False,True
0 days 00:32:52.320000,HUL,27,,6.0,2.0,,0 days 00:32:49.511000,0 days 00:00:23.832000,0 days 00:00:34.469000,0 days 00:00:33.710000,0 days 00:31:44.141000,0 days 00:32:18.610000,0 days 00:32:52.320000,240.0,108.0,,309.0,False,SOFT,6.0,False,Haas F1 Team,0 days 00:31:20.309000,2023-06-03 14:16:20.318,1,,False,,False,False
0 days 00:39:48.117000,HUL,27,,7.0,3.0,0 days 00:38:01.302000,,,0 days 00:00:44.225000,0 days 00:00:27.246000,,0 days 00:39:20.879000,0 days 00:39:48.300000,221.0,205.0,296.0,210.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:32:52.320000,2023-06-03 14:17:52.329,1,,False,,False,False
0 days 00:41:01.537000,HUL,27,,8.0,3.0,,,0 days 00:00:21.823000,0 days 00:00:29.605000,0 days 00:00:21.992000,0 days 00:40:09.940000,0 days 00:40:39.545000,0 days 00:41:01.537000,287.0,302.0,294.0,329.0,True,SOFT,2.0,True,Haas F1 Team,0 days 00:39:48.117000,2023-06-03 14:24:48.126,1,,False,,False,True
0 days 00:42:35.520000,HUL,27,,9.0,3.0,,0 days 00:42:32.719000,0 days 00:00:25.031000,0 days 00:00:33.636000,0 days 00:00:35.316000,0 days 00:41:26.568000,0 days 00:42:00.204000,0 days 00:42:35.520000,229.0,222.0,,297.0,False,SOFT,3.0,True,Haas F1 Team,0 days 00:41:01.537000,2023-06-03 14:26:01.546,1,,False,,False,False
0 days 00:54:44.461000,HUL,27,,10.0,4.0,0 days 00:53:06.677000,,,0 days 00:00:36.770000,0 days 00:00:31.411000,,0 days 00:54:13.050000,0 days 00:54:44.472000,207.0,173.0,295.0,238.0,False,SOFT,4.0,False,Haas F1 Team,0 days 00:42:35.520000,2023-06-03 14:27:35.529,1,,False,,False,False
0 days 00:55:59.309000,HUL,27,,11.0,4.0,,,0 days 00:00:21.969000,0 days 00:00:30.539000,0 days 00:00:22.340000,0 days 00:55:06.430000,0 days 00:55:36.969000,0 days 00:55:59.309000,287.0,301.0,295.0,329.0,True,SOFT,5.0,False,Haas F1 Team,0 days 00:54:44.461000,2023-06-03 14:39:44.470,1,,False,,False,True
0 days 00:57:27.355000,HUL,27,,12.0,4.0,,0 days 00:57:24.578000,0 days 00:00:23.702000,0 days 00:00:32.774000,0 days 00:00:31.570000,0 days 00:56:23.011000,0 days 00:56:55.785000,0 days 00:57:27.355000,242.0,230.0,,306.0,False,SOFT,6.0,False,Haas F1 Team,0 days 00:55:59.309000,2023-06-03 14:40:59.318,1,,False,,False,False
0 days 01:01:45.605000,HUL,27,,13.0,5.0,0 days 00:59:58.357000,,,0 days 00:00:35.440000,0 days 00:00:32.697000,,0 days 01:01:12.965000,0 days 01:01:45.605000,222.0,166.0,295.0,188.0,False,SOFT,1.0,True,Haas F1 Team,0 days 00:57:27.355000,2023-06-03 14:42:27.364,1,,False,,False,False
0 days 01:02:58.888000,HUL,27,,14.0,5.0,,,0 days 00:00:21.823000,0 days 00:00:29.565000,0 days 00:00:21.895000,0 days 01:02:07.428000,0 days 01:02:36.993000,0 days 01:02:58.888000,286.0,306.0,293.0,328.0,True,SOFT,2.0,True,Haas F1 Team,0 days 01:01:45.605000,2023-06-03 14:46:45.614,1,,False,,False,True
0 days 01:04:32.202000,HUL,27,,15.0,5.0,,0 days 01:04:29.367000,0 days 00:00:27.464000,0 days 00:00:34.764000,0 days 00:00:31.086000,0 days 01:03:26.352000,0 days 01:04:01.116000,0 days 01:04:32.202000,227.0,96.0,,173.0,False,SOFT,3.0,True,Haas F1 Team,0 days 01:02:58.888000,2023-06-03 14:47:58.897,1,,False,,False,False
0 days 01:18:51.196000,HUL,27,,16.0,6.0,0 days 01:17:20.213000,,,0 days 00:00:37.530000,0 days 00:00:25.604000,,0 days 01:18:25.618000,0 days 01:18:51.399000,210.0,228.0,294.0,232.0,False,SOFT,1.0,True,Haas F1 Team,0 days 01:04:32.202000,2023-06-03 14:49:32.211,1,,False,,False,False
0 days 01:20:04.425000,HUL,27,,17.0,6.0,,,0 days 00:00:21.790000,0 days 00:00:29.484000,0 days 00:00:21.955000,0 days 01:19:12.986000,0 days 01:19:42.470000,0 days 01:20:04.425000,286.0,306.0,287.0,325.0,True,SOFT,2.0,True,Haas F1 Team,0 days 01:18:51.196000,2023-06-03 15:03:51.205,1,,False,,False,True
0 days 01:21:39.713000,HUL,27,,18.0,6.0,,0 days 01:21:36.958000,0 days 00:00:26.324000,0 days 00:00:34.929000,0 days 00:00:34.035000,0 days 01:20:30.749000,0 days 01:21:05.678000,0 days 01:21:39.713000,221.0,204.0,,250.0,False,SOFT,3.0,True,Haas F1 Team,0 days 01:20:04.425000,2023-06-03 15:05:04.434,1,,False,,False,False
0 days 00:17:21.184000,ALO,14,,1.0,1.0,0 days 00:15:49.888000,,,0 days 00:00:33.024000,0 days 00:00:27.972000,,0 days 00:16:53.262000,0 days 00:17:21.387000,254.0,235.0,176.0,212.0,False,SOFT,1.0,True,Aston Martin,0 days 00:15:49.888000,2023-06-03 14:00:49.897,12,,False,,False,False
0 days 00:18:37.354000,ALO,14,,2.0,1.0,,,0 days 00:00:23.609000,0 days 00:00:29.765000,0 days 00:00:22.796000,0 days 00:17:44.793000,0 days 00:18:14.558000,0 days 00:18:37.354000,275.0,300.0,288.0,310.0,True,SOFT,2.0,True,Aston Martin,0 days 00:17:21.184000,2023-06-03 14:02:21.193,1,,False,,False,True
0 days 00:28:17.703000,ALO,14,,3.0,1.0,,0 days 00:20:33.743000,,,,,,,,,,301.0,False,SOFT,3.0,True,Aston Martin,0 days 00:18:37.354000,2023-06-03 14:03:37.363,125,,False,,False,False
0 days 00:29:53.241000,ALO,14,,4.0,2.0,0 days 00:28:17.703000,,,0 days 00:00:37.174000,0 days 00:00:24.894000,,0 days 00:29:28.358000,0 days 00:29:53.373000,105.0,254.0,292.0,214.0,False,SOFT,4.0,False,Aston Martin,0 days 00:28:17.703000,2023-06-03 14:13:17.712,1,,False,,False,False
0 days 00:31:07.846000,ALO,14,,5.0,2.0,,,0 days 00:00:22.023000,0 days 00:00:30.093000,0 days 00:00:22.489000,0 days 00:30:15.264000,0 days 00:30:45.357000,0 days 00:31:07.846000,281.0,292.0,290.0,324.0,True,SOFT,5.0,False,Aston Martin,0 days 00:29:53.241000,2023-06-03 14:14:53.250,12,,False,,False,True
0 days 00:32:45.183000,ALO,14,,6.0,2.0,,0 days 00:32:42.323000,0 days 00:00:27.102000,0 days 00:00:36.446000,0 days 00:00:33.789000,0 days 00:31:34.948000,0 days 00:32:11.394000,0 days 00:32:45.183000,180.0,185.0,,292.0,False,SOFT,6.0,False,Aston Martin,0 days 00:31:07.846000,2023-06-03 14:16:07.855,1,,False,,False,False
