Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 02:10:15.338000,VER,1,,1.0,1.0,,,,0 days 00:00:53.475000,0 days 00:00:44.864000,,0 days 02:09:30.549000,0 days 02:10:15.420000,233.0,241.0,229.0,203.0,False,INTERMEDIATE,1.0,True,Red Bull Racing,0 days 02:07:56.483000,2022-10-02 13:08:56.490,12,12.0,False,,False,False
0 days 02:12:19.727000,VER,1,,2.0,1.0,,,0 days 00:00:32.523000,0 days 00:00:48.799000,0 days 00:00:43.067000,0 days 02:10:47.888000,0 days 02:11:36.687000,0 days 02:12:19.754000,275.0,256.0,233.0,278.0,True,INTERMEDIATE,2.0,True,Red Bull Racing,0 days 02:10:15.338000,2022-10-02 13:11:15.345,1,10.0,False,,False,True
0 days 02:14:23.096000,VER,1,,3.0,1.0,,,0 days 00:00:32.435000,0 days 00:00:48.845000,0 days 00:00:42.089000,0 days 02:12:52.189000,0 days 02:13:41.034000,0 days 02:14:23.123000,282.0,258.0,235.0,,True,INTERMEDIATE,3.0,True,Red Bull Racing,0 days 02:12:19.727000,2022-10-02 13:13:19.734,1,9.0,False,,False,True
0 days 02:16:26.334000,VER,1,,4.0,1.0,,,0 days 00:00:31.869000,0 days 00:00:49.406000,0 days 00:00:41.963000,0 days 02:14:54.992000,0 days 02:15:44.398000,0 days 02:16:26.361000,264.0,254.0,238.0,272.0,True,INTERMEDIATE,4.0,True,Red Bull Racing,0 days 02:14:23.096000,2022-10-02 13:15:23.103,1,9.0,False,,False,True
0 days 02:18:29.037000,VER,1,,5.0,1.0,,,0 days 00:00:31.644000,0 days 00:00:48.332000,0 days 00:00:42.727000,0 days 02:16:58.005000,0 days 02:17:46.337000,0 days 02:18:29.064000,286.0,258.0,232.0,278.0,True,INTERMEDIATE,5.0,True,Red Bull Racing,0 days 02:16:26.334000,2022-10-02 13:17:26.341,1,9.0,False,,False,True
0 days 02:20:32.064000,VER,1,,6.0,1.0,,,0 days 00:00:31.900000,0 days 00:00:48.435000,0 days 00:00:42.692000,0 days 02:19:00.964000,0 days 02:19:49.399000,0 days 02:20:32.091000,284.0,254.0,236.0,275.0,False,INTERMEDIATE,6.0,True,Red Bull Racing,0 days 02:18:29.037000,2022-10-02 13:19:29.044,1,9.0,False,,False,True
0 days 02:22:35.353000,VER,1,,7.0,1.0,,,0 days 00:00:32.037000,0 days 00:00:48.482000,0 days 00:00:42.770000,0 days 02:21:04.128000,0 days 02:21:52.610000,0 days 02:22:35.380000,,258.0,236.0,,False,INTERMEDIATE,7.0,True,Red Bull Racing,0 days 02:20:32.064000,2022-10-02 13:21:32.071,12,9.0,False,,False,True
0 days 02:24:58.593000,VER,1,,8.0,1.0,,,0 days 00:00:32.664000,0 days 00:00:55.750000,0 days 00:00:54.826000,0 days 02:23:08.044000,0 days 02:24:03.794000,0 days 02:24:58.620000,,174.0,164.0,,False,INTERMEDIATE,8.0,True,Red Bull Racing,0 days 02:22:35.353000,2022-10-02 13:23:35.360,24,9.0,False,,False,False
0 days 02:27:41.342000,VER,1,,9.0,1.0,,,0 days 00:00:42.191000,0 days 00:01:02.511000,0 days 00:00:57.988000,0 days 02:25:40.907000,0 days 02:26:43.381000,0 days 02:27:41.417000,207.0,210.0,156.0,215.0,False,INTERMEDIATE,9.0,True,Red Bull Racing,0 days 02:24:58.593000,2022-10-02 13:25:58.600,4,9.0,False,,False,False
0 days 02:30:19.881000,VER,1,,10.0,1.0,,,0 days 00:00:44.443000,0 days 00:01:09.294000,0 days 00:00:44.859000,0 days 02:28:25.827000,0 days 02:29:35.126000,0 days 02:30:20.008000,200.0,219.0,234.0,235.0,False,INTERMEDIATE,10.0,True,Red Bull Racing,0 days 02:27:41.342000,2022-10-02 13:28:41.349,41,9.0,False,,False,False
