Time,AirTemp,Humidity,Pressure,Rainfall,TrackTemp,WindDirection,WindSpeed
0 days 00:00:50.164000,24.3,43.0,1008.2,False,43.8,125,3.5
0 days 00:01:50.151000,24.2,43.0,1008.2,False,43.3,138,3.7
0 days 00:02:50.170000,24.1,42.0,1008.2,False,43.0,120,2.7
0 days 00:03:50.185000,24.0,42.0,1008.2,False,41.4,129,3.4
0 days 00:04:50.187000,23.9,42.0,1008.3,False,41.6,121,3.5
0 days 00:05:50.200000,23.9,43.0,1008.2,False,41.6,111,3.2
0 days 00:06:50.214000,23.9,43.0,1008.2,False,42.0,108,2.3
0 days 00:07:50.211000,23.9,42.0,1008.2,False,42.0,141,2.5
0 days 00:08:50.210000,23.9,44.0,1008.2,False,42.3,141,3.9
0 days 00:09:50.216000,24.0,43.0,1008.2,False,42.3,143,2.9
0 days 00:10:50.231000,24.1,42.0,1008.3,False,43.0,136,2.0
0 days 00:11:50.240000,24.3,43.0,1008.2,False,43.0,106,3.1
0 days 00:12:50.246000,24.3,42.0,1008.2,False,43.4,154,2.7
0 days 00:13:50.263000,24.2,43.0,1008.3,False,43.2,126,4.1
0 days 00:14:50.278000,24.2,42.0,1008.2,False,43.1,143,3.3
0 days 00:15:50.265000,24.2,42.0,1008.2,False,43.1,137,2.2
0 days 00:16:50.265000,24.4,42.0,1008.3,False,43.1,146,2.3
0 days 00:17:50.289000,24.3,41.0,1008.2,False,43.1,99,2.1
0 days 00:18:50.282000,24.3,42.0,1008.2,False,43.2,128,3.0
0 days 00:19:50.287000,24.2,42.0,1008.1,False,43.1,110,3.6
0 days 00:20:50.317000,24.3,41.0,1008.2,False,42.9,139,3.6
0 days 00:21:50.325000,24.4,42.0,1008.1,False,42.5,145,3.7
0 days 00:22:50.337000,24.5,42.0,1008.2,False,42.4,116,3.2
0 days 00:23:50.322000,24.6,42.0,1008.2,False,42.4,131,2.3
0 days 00:24:50.316000,24.6,43.0,1008.2,False,41.9,119,2.6
0 days 00:25:50.353000,24.5,42.0,1008.1,False,41.5,134,3.7
0 days 00:26:50.353000,24.4,42.0,1008.1,False,41.5,151,3.8
0 days 00:27:50.356000,24.3,43.0,1008.1,False,41.9,139,3.6
0 days 00:28:50.346000,23.9,44.0,1008.1,False,41.9,139,2.9
0 days 00:29:50.360000,23.9,44.0,1008.0,False,41.5,153,3.9
0 days 00:30:50.376000,24.1,44.0,1008.1,False,41.9,130,3.2
0 days 00:31:50.390000,24.3,43.0,1008.0,False,42.2,124,2.5
0 days 00:32:50.403000,24.3,44.0,1008.1,False,41.3,128,4.1
0 days 00:33:50.394000,24.4,44.0,1008.2,False,41.2,141,3.7
0 days 00:34:50.406000,24.3,43.0,1008.1,False,41.2,145,3.4
0 days 00:35:50.436000,24.2,44.0,1008.1,False,41.4,138,2.0
0 days 00:36:50.449000,24.1,43.0,1008.1,False,41.5,138,2.0
0 days 00:37:50.461000,24.2,44.0,1008.0,False,41.5,136,1.6
0 days 00:38:50.454000,24.2,45.0,1008.0,False,41.8,97,2.8
0 days 00:39:50.452000,24.3,44.0,1008.0,False,42.2,111,2.8
0 days 00:40:50.457000,24.2,44.0,1008.0,False,42.2,136,2.8
0 days 00:41:50.454000,24.1,43.0,1008.1,False,41.8,118,2.8
0 days 00:42:50.483000,24.1,43.0,1008.0,False,41.8,139,1.5
0 days 00:43:50.502000,24.2,45.0,1008.0,False,41.8,119,3.6
0 days 00:44:50.493000,24.3,43.0,1007.9,False,41.2,133,3.1
0 days 00:45:50.515000,24.4,42.0,1008.0,False,41.0,130,2.8
0 days 00:46:50.546000,24.4,43.0,1007.8,False,41.0,106,2.9
0 days 00:47:50.550000,24.3,43.0,1007.8,False,41.2,126,1.8
0 days 00:48:50.551000,24.2,43.0,1007.8,False,41.5,134,3.1
0 days 00:49:50.548000,24.4,44.0,1007.9,False,41.2,141,2.4
0 days 00:50:50.577000,24.4,42.0,1007.8,False,41.2,131,2.8
0 days 00:51:50.571000,24.4,41.0,1007.9,False,41.2,126,2.9
0 days 00:52:50.583000,24.3,43.0,1007.8,False,41.1,110,4.2
0 days 00:53:50.596000,24.4,43.0,1007.7,False,41.0,136,3.0
0 days 00:54:50.616000,24.5,42.0,1007.8,False,41.1,138,2.5
0 days 00:55:50.615000,24.4,43.0,1007.9,False,41.4,113,3.5
0 days 00:56:50.625000,24.2,43.0,1007.8,False,40.4,105,3.4
0 days 00:57:50.636000,24.1,44.0,1007.8,False,40.2,120,3.1
0 days 00:58:50.633000,24.1,45.0,1007.8,False,40.3,165,2.4
0 days 00:59:50.637000,24.0,45.0,1007.9,False,40.5,125,3.4
0 days 01:00:50.636000,24.0,44.0,1007.8,False,40.5,103,2.6
0 days 01:01:50.648000,24.0,43.0,1007.8,False,40.5,112,2.2
0 days 01:02:50.669000,24.0,43.0,1007.8,False,40.6,133,2.2
0 days 01:03:50.673000,24.0,44.0,1007.9,False,40.6,146,2.7
0 days 01:04:50.670000,24.0,43.0,1007.8,False,40.6,137,2.9
0 days 01:05:50.690000,23.9,44.0,1007.8,False,40.3,125,3.6
0 days 01:06:50.725000,24.0,45.0,1007.8,False,39.9,134,2.5
0 days 01:07:50.702000,24.1,45.0,1007.8,False,39.7,118,2.5
0 days 01:08:50.720000,24.1,45.0,1007.9,False,39.7,121,2.8
0 days 01:09:50.735000,24.0,46.0,1007.8,False,39.8,115,2.0
0 days 01:10:50.756000,24.0,46.0,1007.8,False,39.8,130,1.7
0 days 01:11:50.766000,24.0,46.0,1007.8,False,40.4,133,2.3
0 days 01:12:50.775000,24.0,45.0,1007.9,False,40.4,130,2.3
0 days 01:13:50.817000,24.1,45.0,1007.8,False,40.0,131,2.6
0 days 01:14:50.830000,24.1,45.0,1007.8,False,39.8,129,3.1
