Time,Driver,DriverNumber,LapTime,LapNumber,Stint,PitOutTime,PitInTime,Sector1Time,Sector2Time,Sector3Time,Sector1SessionTime,Sector2SessionTime,Sector3SessionTime,SpeedI1,SpeedI2,SpeedFL,SpeedST,IsPersonalBest,Compound,TyreLife,FreshTyre,Team,LapStartTime,LapStartDate,TrackStatus,Position,Deleted,DeletedReason,FastF1Generated,IsAccurate
0 days 00:18:21.338000,VER,1,,1.0,1.0,0 days 00:16:20.823000,,,0 days 00:00:52.689000,0 days 00:00:20.505000,,0 days 00:18:00.833000,0 days 00:18:21.418000,265.0,230.0,268.0,229.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:16:20.823000,2024-04-06 06:04:13.394,1,,False,,False,False
0 days 00:19:50.204000,VER,1,,2.0,1.0,,,0 days 00:00:31.091000,0 days 00:00:40.100000,0 days 00:00:17.675000,0 days 00:18:52.429000,0 days 00:19:32.529000,0 days 00:19:50.204000,286.0,299.0,266.0,297.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:18:21.338000,2024-04-06 06:06:13.909,1,,False,,False,True
0 days 00:21:51.889000,VER,1,,3.0,1.0,,0 days 00:21:50.714000,0 days 00:00:49.767000,0 days 00:00:49.058000,0 days 00:00:22.860000,0 days 00:20:39.971000,0 days 00:21:29.029000,0 days 00:21:51.889000,252.0,277.0,,244.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:19:50.204000,2024-04-06 06:07:42.775,1,,False,,False,False
0 days 00:39:25.998000,VER,1,,4.0,2.0,0 days 00:37:28.837000,,,0 days 00:00:49.062000,0 days 00:00:20.650000,,0 days 00:39:05.693000,0 days 00:39:25.998000,242.0,269.0,268.0,246.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:21:51.889000,2024-04-06 06:09:44.460,1,,False,,False,False
0 days 00:40:54.738000,VER,1,,5.0,2.0,,,0 days 00:00:31.063000,0 days 00:00:40.056000,0 days 00:00:17.621000,0 days 00:39:57.061000,0 days 00:40:37.117000,0 days 00:40:54.738000,286.0,298.0,265.0,296.0,True,SOFT,2.0,True,Red Bull Racing,0 days 00:39:25.998000,2024-04-06 06:27:18.569,1,,False,,False,True
0 days 00:42:49.675000,VER,1,,6.0,2.0,,0 days 00:42:48.344000,0 days 00:00:40.368000,0 days 00:00:50.878000,0 days 00:00:23.691000,0 days 00:41:35.106000,0 days 00:42:25.984000,0 days 00:42:49.675000,256.0,248.0,,238.0,False,SOFT,3.0,True,Red Bull Racing,0 days 00:40:54.738000,2024-04-06 06:28:47.309,1,,False,,False,False
0 days 01:02:27.302000,VER,1,,7.0,3.0,0 days 01:00:24.965000,,,0 days 00:00:51.604000,0 days 00:00:19.582000,,0 days 01:02:07.725000,0 days 01:02:27.302000,225.0,233.0,267.0,241.0,False,SOFT,1.0,True,Red Bull Racing,0 days 00:42:49.675000,2024-04-06 06:30:42.246,1,,False,,False,False
0 days 01:03:55.542000,VER,1,,8.0,3.0,,,0 days 00:00:30.869000,0 days 00:00:39.868000,0 days 00:00:17.503000,0 days 01:02:58.171000,0 days 01:03:38.039000,0 days 01:03:55.542000,285.0,298.0,265.0,296.0,True,SOFT,2.0,True,Red Bull Racing,0 days 01:02:27.302000,2024-04-06 06:50:19.873,1,,False,,False,True
0 days 01:05:46.022000,VER,1,,9.0,3.0,,0 days 01:05:45.041000,0 days 00:00:37.827000,0 days 00:00:48.566000,0 days 00:00:24.087000,0 days 01:04:33.369000,0 days 01:05:21.935000,0 days 01:05:46.022000,254.0,259.0,,225.0,False,SOFT,3.0,True,Red Bull Racing,0 days 01:03:55.542000,2024-04-06 06:51:48.113,1,,False,,False,False
0 days 01:10:22.155000,VER,1,,10.0,4.0,0 days 01:08:22.985000,,,0 days 00:00:50.779000,0 days 00:00:19.667000,,0 days 01:10:02.583000,0 days 01:10:22.350000,209.0,251.0,268.0,236.0,False,SOFT,1.0,True,Red Bull Racing,0 days 01:05:46.022000,2024-04-06 06:53:38.593,1,,False,,False,False
